"time","InjectorGFL.PGenPu","InjectorGFL.QGenPu","InjectorGFL.UConvPu","InjectorGFL.UPccPu"
0.504,-1.084952856034104e-34,1.007704381756914e-33,0.1342692796144429,1.155557966632342e-33
0.505,5.211277753949796e-35,-3.405586121282995e-34,0.1369241227808706,3.851859888774472e-34
0.506,-6.805210583920595e-35,3.452230879959852e-34,0.1398427881237292,3.851859888774472e-34
0.507,-2.518314906082644e-34,1.049653314801055e-33,0.1430011170684919,1.155557966632342e-33
0.508,9.977378636325862e-35,-3.545394071043946e-34,0.1463783310104906,3.851859888774472e-34
0.509,-1.155372097055214e-34,3.591873974353353e-34,0.1499556529252066,3.851859888774472e-34
0.51,-3.941585206803874e-34,1.086542792362181e-33,0.153120624335238,1.155557966632342e-33
0.511,1.477001626888208e-34,-3.595871067261631e-34,0.1544971643431789,3.851859888774472e-34
0.512,-1.606642393525186e-34,3.541096856024544e-34,0.1545423674226024,3.851859888774472e-34
0.513,-4.959100737107295e-34,1.043664953677939e-33,0.1530763276018181,1.155557966632342e-33
0.514,1.669523238360283e-34,-3.433563599772546e-34,0.1517368989525104,3.851859888774472e-34
0.515,-1.675683516606696e-34,3.407163903801941e-34,0.1509019098895258,3.851859888774472e-34
0.516,-5.034210846318891e-34,1.018085785110286e-33,0.1504610721009971,1.155557966632342e-33
0.517,1.679007850038271e-34,-3.387212045347818e-34,0.1502493973917464,3.851859888774472e-34
0.518,-1.679380687771875e-34,3.384341818221575e-34,0.150153787368229,3.851859888774472e-34
0.519,-5.038578382931919e-34,1.014931911178476e-33,0.1501123759686435,1.155557966632342e-33
0.52,1.679584822679355e-34,-3.382586484435374e-34,0.1500949068608046,3.851859888774472e-34
0.521,-1.679607092789573e-34,3.382374622509182e-34,0.1500877590140596,3.851859888774472e-34
0.522,-5.038845347844834e-34,1.014687734020797e-33,0.1500849757174387,1.155557966632342e-33
0.523,1.679618136602088e-34,-3.382261589870469e-34,0.1500839307403097,3.851859888774472e-34
0.524,-1.679619117651746e-34,3.382250649888841e-34,0.1500835586661958,3.851859888774472e-34
0.525,-5.03885694624474e-34,1.014674630139709e-33,0.1500834892518329,1.155557966632342e-33
0.526,1.679619010934645e-34,-3.382247953766796e-34,0.1500834608095935,3.851859888774472e-34
0.527,-1.679619296490143e-34,3.382246788037856e-34,0.1500834243624205,3.851859888774472e-34
0.528,-5.038858899009164e-34,1.01467353480948e-33,0.150083370794755,1.155557966632342e-33
0.529,1.679619730597945e-34,-3.382243972810844e-34,0.1500833318262549,3.851859888774472e-34
0.53,-1.679619639932555e-34,3.38224369048445e-34,0.1500833201739994,3.851859888774472e-34
0.531,-5.038858764587636e-34,1.014673118385615e-33,0.1500833205931452,1.155557966632342e-33
0.532,1.679619617962561e-34,-3.382243694075249e-34,0.1500833199134578,3.851859888774472e-34
0.533,-1.679619642281317e-34,3.38224353855419e-34,0.150083314807465,3.851859888774472e-34
0.534,-5.038858840716278e-34,1.014673019734625e-33,0.1500833093365684,1.155557966632342e-33
0.535,1.679619548163198e-34,-3.382243388744626e-34,0.1500833078111962,3.851859888774472e-34
0.536,-1.679619425744217e-34,3.382243517164292e-34,0.1500833102184036,3.851859888774472e-34
0.537,-5.038857850168472e-34,1.014673090961234e-33,0.1500833119511958,1.155557966632342e-33
0.538,1.679619223962644e-34,-3.382243874897801e-34,0.1500833193853085,3.851859888774472e-34
0.539,-1.679619319806912e-34,3.382244086248189e-34,0.1500833286026744,3.851859888774472e-34
0.54,-5.038858257680669e-34,1.014673243574675e-33,0.1500833324602653,1.155557966632342e-33
0.541,1.679619428311028e-34,-3.382243984586291e-34,0.1500833269019562,3.851859888774472e-34
0.542,-1.67961946351621e-34,3.382243802192549e-34,0.1500833210318498,3.851859888774472e-34
0.543,-5.038858253033286e-34,1.014673091188389e-33,0.1500833143519296,1.155557966632342e-33
0.544,1.679619368047542e-34,-3.38224349047354e-34,0.1500833082484393,3.851859888774472e-34
